A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
A,14,11,14,0,0,1
D,14,11,14,0,0,0
D,14,11,14,0,0,0
D,14,11,14,0,0,0
D,14,11,14,0,0,0
D,14,11,14,0,0,0
D,14,11,14,0,0,0
D,14,11,14,0,0,0
D,14,11,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,12,14,0,0,0
D,14,13,14,0,0,0
D,14,13,14,0,0,0
D,14,13,14,0,0,0
D,14,13,14,0,0,0
D,14,13,14,0,0,0
D,14,13,14,0,0,0
D,14,13,14,0,0,0
